0	2	0	798.79974	0.0	100.0	-1	-1	E_RT_BACKBONE	U
1	2	1	571.43066	0.0	100.0	-1	-1	E_RT_BACKBONE	U
2	3	2	394.9291	0.0	100.0	-1	-1	E_RT_BACKBONE	U
3	3	1	883.77826	0.0	100.0	-1	-1	E_RT_BACKBONE	U
4	4	1	103.4843	0.0	100.0	-1	-1	E_RT_BACKBONE	U
5	4	0	828.26624	0.0	100.0	-1	-1	E_RT_BACKBONE	U
6	5	3	477.62433	0.0	100.0	-1	-1	E_RT_BACKBONE	U
7	5	2	158.97798	0.0	100.0	-1	-1	E_RT_BACKBONE	U
8	6	5	201.55644	0.0	100.0	-1	-1	E_RT_BACKBONE	U
9	6	1	255.64429	0.0	100.0	-1	-1	E_RT_BACKBONE	U
10	7	2	121.016525	0.0	100.0	-1	-1	E_RT_BACKBONE	U
11	7	5	197.3854	0.0	100.0	-1	-1	E_RT_BACKBONE	U
12	8	5	514.2334	0.0	100.0	-1	-1	E_RT_BACKBONE	U
13	8	4	110.308655	0.0	100.0	-1	-1	E_RT_BACKBONE	U
14	9	3	224.24316	0.0	100.0	-1	-1	E_RT_BACKBONE	U
15	9	7	508.99213	0.0	100.0	-1	-1	E_RT_BACKBONE	U
16	10	1	247.0081	0.0	100.0	-1	-1	E_RT_BACKBONE	U
17	10	2	324.42258	0.0	100.0	-1	-1	E_RT_BACKBONE	U
18	11	2	211.60341	0.0	100.0	-1	-1	E_RT_BACKBONE	U
19	11	4	471.24728	0.0	100.0	-1	-1	E_RT_BACKBONE	U
20	12	1	717.13666	0.0	100.0	-1	-1	E_RT_BACKBONE	U
21	12	6	479.95105	0.0	100.0	-1	-1	E_RT_BACKBONE	U
22	0	3	690.78503	0.0	100.0	-1	-1	E_RT_BACKBONE	U
23	0	6	813.6055	0.0	100.0	-1	-1	E_RT_BACKBONE	U
24	1	8	171.72362	0.0	100.0	-1	-1	E_RT_BACKBONE	U
25	1	7	619.72894	0.0	100.0	-1	-1	E_RT_BACKBONE	U
