0	2	1	390.69296	0.0	100.0	-1	-1	E_RT_BACKBONE	U
1	2	0	906.70447	0.0	100.0	-1	-1	E_RT_BACKBONE	U
2	3	1	487.75507	0.0	100.0	-1	-1	E_RT_BACKBONE	U
3	3	0	804.5751	0.0	100.0	-1	-1	E_RT_BACKBONE	U
4	4	1	311.73227	0.0	100.0	-1	-1	E_RT_BACKBONE	U
5	4	3	265.19803	0.0	100.0	-1	-1	E_RT_BACKBONE	U
6	5	1	34.234486	0.0	100.0	-1	-1	E_RT_BACKBONE	U
7	5	4	302.03476	0.0	100.0	-1	-1	E_RT_BACKBONE	U
8	6	0	505.01486	0.0	100.0	-1	-1	E_RT_BACKBONE	U
9	6	3	399.21548	0.0	100.0	-1	-1	E_RT_BACKBONE	U
10	7	6	345.41858	0.0	100.0	-1	-1	E_RT_BACKBONE	U
11	7	0	766.56244	0.0	100.0	-1	-1	E_RT_BACKBONE	U
12	8	4	87.20665	0.0	100.0	-1	-1	E_RT_BACKBONE	U
13	8	6	220.9887	0.0	100.0	-1	-1	E_RT_BACKBONE	U
14	9	4	651.6947	0.0	100.0	-1	-1	E_RT_BACKBONE	U
15	9	5	451.64255	0.0	100.0	-1	-1	E_RT_BACKBONE	U
16	10	4	529.30615	0.0	100.0	-1	-1	E_RT_BACKBONE	U
17	10	2	316.71597	0.0	100.0	-1	-1	E_RT_BACKBONE	U
18	11	3	275.08908	0.0	100.0	-1	-1	E_RT_BACKBONE	U
19	11	6	284.9298	0.0	100.0	-1	-1	E_RT_BACKBONE	U
20	12	3	132.84953	0.0	100.0	-1	-1	E_RT_BACKBONE	U
21	12	5	405.74377	0.0	100.0	-1	-1	E_RT_BACKBONE	U
22	13	0	606.419	0.0	100.0	-1	-1	E_RT_BACKBONE	U
23	13	11	186.33572	0.0	100.0	-1	-1	E_RT_BACKBONE	U
24	14	5	106.451866	0.0	100.0	-1	-1	E_RT_BACKBONE	U
25	14	12	345.60092	0.0	100.0	-1	-1	E_RT_BACKBONE	U
26	15	10	100.49876	0.0	100.0	-1	-1	E_RT_BACKBONE	U
27	15	7	271.0904	0.0	100.0	-1	-1	E_RT_BACKBONE	U
28	17	5	333.18164	0.0	100.0	-1	-1	E_RT_BACKBONE	U
29	17	1	299.08194	0.0	100.0	-1	-1	E_RT_BACKBONE	U
30	16	8	717.73883	0.0	100.0	-1	-1	E_RT_BACKBONE	U
31	16	9	109.83624	0.0	100.0	-1	-1	E_RT_BACKBONE	U
32	19	7	208.03125	0.0	100.0	-1	-1	E_RT_BACKBONE	U
33	19	8	410.80045	0.0	100.0	-1	-1	E_RT_BACKBONE	U
34	18	2	510.8307	0.0	100.0	-1	-1	E_RT_BACKBONE	U
35	18	14	193.38304	0.0	100.0	-1	-1	E_RT_BACKBONE	U
36	21	11	296.77097	0.0	100.0	-1	-1	E_RT_BACKBONE	U
37	21	5	335.83923	0.0	100.0	-1	-1	E_RT_BACKBONE	U
38	20	18	273.30936	0.0	100.0	-1	-1	E_RT_BACKBONE	U
39	20	2	425.98825	0.0	100.0	-1	-1	E_RT_BACKBONE	U
40	23	3	89.6772	0.0	100.0	-1	-1	E_RT_BACKBONE	U
41	23	13	402.3046	0.0	100.0	-1	-1	E_RT_BACKBONE	U
42	22	23	100.97524	0.0	100.0	-1	-1	E_RT_BACKBONE	U
43	22	3	133.96268	0.0	100.0	-1	-1	E_RT_BACKBONE	U
44	24	19	397.3978	0.0	100.0	-1	-1	E_RT_BACKBONE	U
45	24	14	367.85052	0.0	100.0	-1	-1	E_RT_BACKBONE	U
46	0	15	536.2574	0.0	100.0	-1	-1	E_RT_BACKBONE	U
47	0	10	595.1336	0.0	100.0	-1	-1	E_RT_BACKBONE	U
48	1	11	512.50854	0.0	100.0	-1	-1	E_RT_BACKBONE	U
49	1	15	306.32336	0.0	100.0	-1	-1	E_RT_BACKBONE	U
