0	2	0	975.7669	0.0	100.0	-1	-1	E_RT_BACKBONE	U
1	2	1	961.22473	0.0	100.0	-1	-1	E_RT_BACKBONE	U
2	3	2	65.96969	0.0	100.0	-1	-1	E_RT_BACKBONE	U
3	3	1	902.5924	0.0	100.0	-1	-1	E_RT_BACKBONE	U
4	4	1	739.76886	0.0	100.0	-1	-1	E_RT_BACKBONE	U
5	4	3	164.50227	0.0	100.0	-1	-1	E_RT_BACKBONE	U
6	5	0	232.21542	0.0	100.0	-1	-1	E_RT_BACKBONE	U
7	5	1	191.9427	0.0	100.0	-1	-1	E_RT_BACKBONE	U
8	6	1	413.85263	0.0	100.0	-1	-1	E_RT_BACKBONE	U
9	6	3	493.34067	0.0	100.0	-1	-1	E_RT_BACKBONE	U
10	7	1	431.356	0.0	100.0	-1	-1	E_RT_BACKBONE	U
11	7	6	72.89719	0.0	100.0	-1	-1	E_RT_BACKBONE	U
12	8	5	285.39447	0.0	100.0	-1	-1	E_RT_BACKBONE	U
13	8	0	263.0019	0.0	100.0	-1	-1	E_RT_BACKBONE	U
14	9	7	320.97507	0.0	100.0	-1	-1	E_RT_BACKBONE	U
15	9	4	627.8001	0.0	100.0	-1	-1	E_RT_BACKBONE	U
16	10	9	715.0007	0.0	100.0	-1	-1	E_RT_BACKBONE	U
17	10	0	603.3316	0.0	100.0	-1	-1	E_RT_BACKBONE	U
18	11	8	181.60396	0.0	100.0	-1	-1	E_RT_BACKBONE	U
19	11	7	449.43076	0.0	100.0	-1	-1	E_RT_BACKBONE	U
20	12	0	610.9419	0.0	100.0	-1	-1	E_RT_BACKBONE	U
21	12	4	228.80997	0.0	100.0	-1	-1	E_RT_BACKBONE	U
22	13	2	624.93677	0.0	100.0	-1	-1	E_RT_BACKBONE	U
23	13	12	171.04678	0.0	100.0	-1	-1	E_RT_BACKBONE	U
24	14	2	600.9201	0.0	100.0	-1	-1	E_RT_BACKBONE	U
25	14	3	538.81445	0.0	100.0	-1	-1	E_RT_BACKBONE	U
26	0	11	287.85065	0.0	100.0	-1	-1	E_RT_BACKBONE	U
27	0	13	524.9162	0.0	100.0	-1	-1	E_RT_BACKBONE	U
28	1	11	74.404305	0.0	100.0	-1	-1	E_RT_BACKBONE	U
29	1	8	238.13441	0.0	100.0	-1	-1	E_RT_BACKBONE	U
