0	2	0	672.3823	0.0	100.0	-1	-1	E_RT_BACKBONE	U
1	2	1	946.531	0.0	100.0	-1	-1	E_RT_BACKBONE	U
2	3	1	445.6007	0.0	100.0	-1	-1	E_RT_BACKBONE	U
3	3	0	494.61603	0.0	100.0	-1	-1	E_RT_BACKBONE	U
4	4	0	32.202484	0.0	100.0	-1	-1	E_RT_BACKBONE	U
5	4	2	642.2904	0.0	100.0	-1	-1	E_RT_BACKBONE	U
6	5	4	790.72754	0.0	100.0	-1	-1	E_RT_BACKBONE	U
7	5	3	493.20584	0.0	100.0	-1	-1	E_RT_BACKBONE	U
8	6	3	543.5899	0.0	100.0	-1	-1	E_RT_BACKBONE	U
9	6	0	654.8473	0.0	100.0	-1	-1	E_RT_BACKBONE	U
10	7	4	438.1153	0.0	100.0	-1	-1	E_RT_BACKBONE	U
11	7	0	406.1256	0.0	100.0	-1	-1	E_RT_BACKBONE	U
12	0	5	822.6573	0.0	100.0	-1	-1	E_RT_BACKBONE	U
13	1	7	571.01404	0.0	100.0	-1	-1	E_RT_BACKBONE	U
14	1	4	421.17218	0.0	100.0	-1	-1	E_RT_BACKBONE	U
